ID;SIRET;Nom de l'établissement;Adresse de l'établissement;Complément d'adresse;Code postal;Commune;Type d'établissement;Téléphone;Adresse électronique;Spécialité culinaire;Horaires d'ouverture et de fermeture de l'établissement;Accueil des personnes à mobilité réduite;Site web de l'établissement;geo
10;44415350600019;Villa Marinette;20 avenue du Général de Gaulle;;78125;Gazeran;Gastronomique;134831901;villamarinette@wanadoo.fr;En pleine nature, à 4km de Rambouillet, dans un décor chaleureux et raffiné, venez découvrir une cuisine créative, aromatique et savoureuse. A la belle saison sur la terrasse du grand jardin clos situé à l’orée de la forêt de Rambouillet, la table dressée avec élégance vous attend.;Service du midi, sur réservation arrivée entre 12h et 13h30.;Oui;https://www.villamarinette.fr/;48.638708, 1.771713
28;80917210900013;Le 8 Restaurant;8 avenue du Général Leclerc;;77330;Ozoir-la-Ferrière;Restaurant;160649806;leferriere@hotmail.fr;;du mardi au samedi de 12h à 13h30 et de 19h à 21h15;Oui;https://le8-ozoir.fr/;48.763284, 2.672423
9;38313852600025;Auberge du Manet;61 avenue du Manet;;78180;Montigny-le-Bretonneux;Gastronomique;130648900;mail@aubergedumanet.com;provencale;Tous les jours de 12h à 14h et de 19h a 22h;Oui;http://www.aubergedumanet.com/;48.764244, 2.020869
84;82282687100011;La Colombière;81 avenue du Général de Gaulle;;94500;Champigny-sur-Marne;Restaurant;147065125;lacolombiere94@gmail.com;Cuisine française (biologie et raisonnée) produits frais de culture et élevages raisonnes;ouvert tous les jours;Oui;https://www.lacolombiere.net/;48.822557, 2.492384
56;84540122300019;Printemps;2 place de l'Ancien Marché;;94130;Nogent-sur-Marne;Restaurant;623010419;lilepeng888@hotmail.com;Cuisine asiatique;De 11h à 22h;Oui;;48.837629, 2.487216
58;84330234000016;Fémèzon;9 rue d’Ariane;;77700;Chessy;Gastronomique;970913864;femezon@gmail.com;Restaurant semi-gastronomique et traiteur;"De 12h à 14h et de 19h à 22h
Du mardi au vendredi
Le samedi de 19h à 22h30";Oui;https://www.femezon.fr/;48.857525, 2.771991
7;43134826700037;LAVINIA;3 boulevard de la Madeleine;;75001;Paris;Bistronomique;142972027;restaurantlaviniamadeleine@lavinia.com;"PASSION DU VIN – Avis aux œnologues et amateurs de bons vins ! Restaurant et bar à vins, LAVINIA boulevard de la Madeleine est un lieu de rencontre, de découverte et de plaisir, qui propose 180 vins au verre et offre la possibilité exceptionnelle de déguster les quelque 6 500 références du monde entier (prix magasin sans majoration !).

LA CUISINE – Le chef Étienne Berg sublime les produits frais, et notamment les produits de la mer. La carte évolue en fonction des arrivages du jour, sa cuisine se veut simple, légère, et subtile. En soirée, on profite des tapas à partager.

BEL ACCORD - Entièrement voué au service du vin, LAVINIA décline presque à l’infini les accords mets et vins, des plus classiques aux plus surprenants. L’équipe, à l’écoute des clients, saura vous conseiller.";Du lundi au samedi sans interruption de 12 à 15h au format restaurant, puis de 15h à 22h au format bar à vins & tapas;Oui;https://www.lavinia.fr/fr/pages/restaurants-madeleine-cnit;48.869655, 2.327487
74;809745276;Aldêa;11 rue Pierre Brossolette;;92600;Asnières-sur-Seine;Restaurant;981802878;dbdavid.adf@gmail.com;Cuisine portugaise;de 10h à 16h;Oui;;48.91087, 2.291341
100;88252080200019;Pokawa;15 rue Eugénie Eboué;;92600;Asnières-sur-Seine;Restaurant;952697429;Pokawa-asnieres@eneo-holding.com;Spécialité : Des pokebowls -> fresh food from Hawaï;Du lundi au dimanche, de 11h30 à 14h30 et de 18h30 à 22h30;Oui;https://www.pokawa.com/;48.918253, 2.317125
72;83227651300013;Terrabière;13 rue Charles de Gaulle;;95170;Deuil-La Barre;Bar à bières, planches apéritives;951554215;contact@brasserie-terrabiere.com;"Bières artisanales, 100% naturelles,
Mention ""Nature et progrès"" et label "" Produit en Ile-de-France"",
Planches apéritives, bio. Sélection de produits vegan et végétalien.";"Mercredi, jeudi, vendredi : 17h/21
Samedi : 11h30/21h
Dimanche : voir les festivités de la ville de Deuil-La Barre";Oui;https://www.brasserie-terrabiere.com/;48.975971, 2.32687
92;79298342100027;La Dolce Vita;14 avenue Albert 1er;;95600;Eaubonne;Restaurant;134127525;rougetsebastien@yahoo.fr;Cuisine italienne, pizzeria;;Oui;https://www.ladolcevita-eaubonne.fr/;48.99241, 2.28059
9108;82840149700023;Durand Dupont;14 place du Marché;;92200;Neuilly-sur-Seine;Non précisé;141929300;;;Tous les jours de 07h45 à 01h00;Non précisé;https://www.leduranddupont.com/;48.8808016, 2.2757319
9117;;Restaurant Zaïka;13 rue de Longchamp;;92200;Neuilly-sur-Seine;Non précisé;187099391;;;;Non précisé;https://www.facebook.com/zaikaparis/;48.884045, 2.2577588
9121;;Le nouveau Paris;204 boulevard Bineau;;92200;Neuilly-sur-Seine;Non précisé;146246612;;;6h30 à 22h00 sans interruption, du lundi au vendredi;Non précisé;http://www.lenouveauparis.fr/;48.89458, 2.266909
9127;53212294200024;Le bistrot du parc;15 boulevard Jean Mermoz;;92200;Neuilly-sur-Seine;Non précisé;147222727;;;;Non précisé;https://www.facebook.com/BdP.neuilly/;48.8858041, 2.2688318
9007;83816956300023;La Brasserie de l’Hôtel de Ville;3 Place Maurice Gunsbourg;;92140;Clamart;Non précisé;146420061;;;;Non précisé;https://www.facebook.com/bhvclamart/;48.800313, 2.262675
9017;50382037500015;Vishnu Bhavan;18 Grande Rue;;78160;Marly-le-Roi;Non précisé;139161105;;;;Non précisé;https://www.facebook.com/vishnubhavanmarly/;48.866624, 2.094833
9037;84540122300019;Printemps;2 place l'Ancien Marché;;94130;Nogent-sur-Marne;Non précisé;148775898;;;;Non précisé;;48.837837, 2.487196
9044;84125735500013;Maison Baltard;8 avenue de Joinville;;94130;Nogent-sur-Marne;Non précisé;180919265;contact@maisonbaltard.com;;;Non précisé;https://www.maisonbaltard.com/;48.833918, 2.471779
9241;50750222700014;Le bistrot d'helene;5 Rue de Neuilly;;92110;Clichy;Non précisé;147312200;bidoyenhelene@gmail.com;;;Non précisé;;48.899108, 2.296421
9265;35126589700014;Les vendanges;65 Boulevard Jean Jaurès;;92110;Clichy;Non précisé;147371226;karim.smaani@laposte.net;;;Non précisé;https://fr-fr.facebook.com/pages/Les-Vendanges/149930098379008;48.901069, 2.305311
9267;80048434700011;Nolita;29 Rue Henri Barbusse;;92110;Clichy;Non précisé;981024809;nolitacaffe@gmail.com;;;Non précisé;http://nolita-caffe.lafourchette.rest/;48.898834, 2.303297
